Production_Date,Plant,Line,Shift,ECU_Serial_No,Product_Type,Operator_ID,Cycle_Time_Sec,Programming_Time_Sec,Voltage_Test_V,Current_Test_A,Functional_Test_Score,Downtime_Minutes,Defect_Type,Status,Rework_Required
2024-08-14 02:00:00,Munich,EOL-01,B,ECU105426,Engine ECU,OP060,89.82,28.37,11.73,1.88,76,15,None,Pass,No
2024-08-14 03:00:00,Stuttgart,EOL-01,C,ECU105427,ADAS ECU,OP089,72.58,27.09,11.93,1.69,74,0,None,Pass,No
2024-08-14 04:00:00,Berlin,EOL-01,C,ECU105428,Body ECU,OP026,116.3,34.73,11.99,1.6,77,0,None,Pass,No
2024-08-14 05:00:00,Berlin,ASSY-01,C,ECU105429,ABS ECU,OP073,97.41,28.72,11.75,1.69,77,0,None,Pass,No
2024-08-14 06:00:00,Stuttgart,SMT-02,B,ECU105430,Body ECU,OP023,96.66,31.48,12.36,1.92,72,0,None,Pass,No
2024-08-14 07:00:00,Munich,ASSY-01,A,ECU105431,Engine ECU,OP040,82.41,32.19,12.05,1.72,79,10,None,Pass,No
2024-08-14 08:00:00,Munich,SMT-02,B,ECU105432,Engine ECU,OP002,94.57,25.03,11.8,1.56,99,5,None,Pass,No
2024-08-14 09:00:00,Berlin,SMT-02,C,ECU105433,ADAS ECU,OP026,88.65,29.59,12.13,1.43,77,0,None,Pass,No
2024-08-14 10:00:00,Stuttgart,SMT-01,C,ECU105434,ABS ECU,OP078,68.69,35.25,12.24,1.8,90,0,None,Pass,No
2024-08-14 11:00:00,Stuttgart,EOL-01,A,ECU105435,Engine ECU,OP062,90.44,31.16,11.73,1.95,98,5,None,Pass,No
2024-08-14 12:00:00,Munich,SMT-02,B,ECU105436,ADAS ECU,OP044,69.94,31.78,12.12,1.69,82,5,None,Pass,No
2024-08-14 13:00:00,Munich,EOL-01,A,ECU105437,Body ECU,OP031,88.58,28.3,11.87,1.78,88,15,None,Pass,No
2024-08-14 14:00:00,Munich,EOL-01,B,ECU105438,Body ECU,OP026,89.7,34.35,12.12,1.69,94,0,None,Pass,No
2024-08-14 15:00:00,Stuttgart,EOL-01,C,ECU105439,Engine ECU,OP083,74.05,37.81,12.52,1.74,89,0,None,Pass,No
2024-08-14 16:00:00,Munich,ASSY-01,A,ECU105440,ABS ECU,OP005,86.41,26.9,11.81,1.73,84,15,None,Pass,No
2024-08-14 17:00:00,Munich,EOL-01,A,ECU105441,ADAS ECU,OP070,92.13,33.14,12.07,1.65,75,0,None,Pass,No
2024-08-14 18:00:00,Berlin,SMT-02,B,ECU105442,Engine ECU,OP035,78.85,24.49,11.5,1.98,83,0,None,Pass,No
2024-08-14 19:00:00,Munich,ASSY-01,B,ECU105443,ADAS ECU,OP016,90.49,32.43,12.5,1.87,79,0,None,Pass,No
2024-08-14 20:00:00,Munich,EOL-01,B,ECU105444,Body ECU,OP031,100.27,31.76,11.47,1.62,88,0,None,Pass,No
2024-08-14 21:00:00,Stuttgart,SMT-01,C,ECU105445,ADAS ECU,OP082,95.11,25.42,12.04,1.7,80,0,None,Pass,No
2024-08-14 22:00:00,Stuttgart,EOL-01,B,ECU105446,Body ECU,OP014,81.28,33.7,12.26,1.75,83,5,Sensor Failure,Fail,Yes
2024-08-14 23:00:00,Berlin,EOL-01,C,ECU105447,ABS ECU,OP025,102.44,26.02,11.98,1.81,88,0,None,Pass,No
2024-08-15 00:00:00,Munich,ASSY-01,B,ECU105448,ABS ECU,OP079,94.03,37.73,11.91,1.83,100,0,None,Pass,No
2024-08-15 01:00:00,Berlin,SMT-02,B,ECU105449,Body ECU,OP090,82.97,30.57,11.97,1.74,74,5,None,Pass,No
2024-08-15 02:00:00,Stuttgart,EOL-01,C,ECU105450,Engine ECU,OP100,77.6,29.38,11.92,1.77,80,0,None,Pass,No
2024-08-15 03:00:00,Berlin,ASSY-01,B,ECU105451,Body ECU,OP075,92.42,27.33,11.59,1.84,97,0,None,Pass,No
2024-08-15 04:00:00,Stuttgart,ASSY-01,C,ECU105452,ADAS ECU,OP071,98.02,32.43,11.39,1.72,88,0,None,Pass,No
2024-08-15 05:00:00,Berlin,SMT-02,C,ECU105453,ADAS ECU,OP018,98.61,31.36,12.28,1.99,70,0,None,Pass,No
2024-08-15 06:00:00,Berlin,ASSY-01,B,ECU105454,ADAS ECU,OP050,92.4,30.57,11.8,1.94,71,5,None,Pass,No
2024-08-15 07:00:00,Munich,SMT-02,B,ECU105455,Engine ECU,OP020,80.91,27.0,11.99,1.77,91,0,None,Pass,No
2024-08-15 08:00:00,Berlin,SMT-01,A,ECU105456,ABS ECU,OP056,91.82,28.93,11.69,1.98,98,0,None,Pass,No
2024-08-15 09:00:00,Munich,EOL-01,B,ECU105457,ABS ECU,OP002,74.67,27.05,11.92,1.87,87,0,None,Pass,No
2024-08-15 10:00:00,Munich,ASSY-01,A,ECU105458,ADAS ECU,OP026,88.48,23.14,12.2,1.86,83,30,None,Pass,No
2024-08-15 11:00:00,Munich,SMT-01,B,ECU105459,Engine ECU,OP023,106.58,29.44,11.87,2.02,79,0,None,Pass,No
2024-08-15 12:00:00,Munich,ASSY-01,C,ECU105460,ADAS ECU,OP032,72.91,25.55,12.32,1.93,93,0,None,Pass,No
2024-08-15 13:00:00,Berlin,ASSY-01,C,ECU105461,ABS ECU,OP013,78.36,38.07,12.03,1.95,75,5,None,Pass,No
2024-08-15 14:00:00,Stuttgart,SMT-01,A,ECU105462,Body ECU,OP013,96.36,37.51,12.01,1.62,84,0,None,Pass,No
2024-08-15 15:00:00,Stuttgart,ASSY-01,B,ECU105463,ADAS ECU,OP017,74.48,31.41,12.08,1.79,91,20,None,Pass,No
2024-08-15 16:00:00,Stuttgart,ASSY-01,A,ECU105464,ADAS ECU,OP089,103.42,22.68,12.07,1.69,96,0,None,Pass,No
2024-08-15 17:00:00,Berlin,SMT-01,B,ECU105465,ADAS ECU,OP058,96.71,31.83,12.15,1.59,96,0,None,Pass,No
2024-08-15 18:00:00,Munich,ASSY-01,B,ECU105466,ABS ECU,OP086,97.21,29.13,11.95,1.55,91,0,None,Pass,No
2024-08-15 19:00:00,Stuttgart,SMT-02,C,ECU105467,Engine ECU,OP027,98.65,34.46,11.78,1.91,90,0,None,Pass,No
2024-08-15 20:00:00,Berlin,ASSY-01,A,ECU105468,Body ECU,OP017,69.49,34.08,12.32,1.83,100,0,None,Pass,No
2024-08-15 21:00:00,Munich,EOL-01,C,ECU105469,Body ECU,OP090,72.02,26.97,12.25,1.58,98,0,None,Pass,No
2024-08-15 22:00:00,Stuttgart,ASSY-01,C,ECU105470,Body ECU,OP038,100.84,28.54,12.09,1.8,71,0,None,Pass,No
2024-08-15 23:00:00,Munich,EOL-01,C,ECU105471,ADAS ECU,OP014,81.32,28.25,12.24,1.72,75,5,None,Pass,No
2024-08-16 00:00:00,Stuttgart,EOL-01,A,ECU105472,ABS ECU,OP014,84.13,28.33,11.7,1.64,82,0,None,Pass,No
2024-08-16 01:00:00,Stuttgart,ASSY-01,B,ECU105473,Body ECU,OP012,93.49,23.66,11.75,1.91,77,0,None,Pass,No
2024-08-16 02:00:00,Stuttgart,SMT-01,B,ECU105474,ADAS ECU,OP069,86.82,31.53,12.14,1.76,84,0,None,Pass,No
2024-08-16 03:00:00,Munich,SMT-02,A,ECU105475,Engine ECU,OP068,97.97,30.33,11.67,1.94,96,0,Sensor Failure,Fail,Yes
2024-08-16 04:00:00,Berlin,SMT-02,B,ECU105476,ADAS ECU,OP055,91.94,28.69,12.45,1.72,97,0,None,Pass,No
2024-08-16 05:00:00,Munich,ASSY-01,A,ECU105477,Body ECU,OP063,82.63,31.1,11.83,1.45,96,0,Solder Defect,Fail,Yes
2024-08-16 06:00:00,Stuttgart,SMT-01,A,ECU105478,Body ECU,OP029,83.86,31.31,11.63,1.81,100,5,None,Pass,No
2024-08-16 07:00:00,Munich,SMT-01,B,ECU105479,Engine ECU,OP089,88.1,34.66,11.82,1.84,85,0,None,Pass,No
2024-08-16 08:00:00,Berlin,SMT-02,C,ECU105480,ABS ECU,OP045,89.68,33.58,11.77,1.77,79,0,None,Pass,No
2024-08-16 09:00:00,Munich,SMT-01,A,ECU105481,Engine ECU,OP004,94.66,34.13,12.03,1.84,92,0,None,Pass,No
2024-08-16 10:00:00,Berlin,ASSY-01,A,ECU105482,Engine ECU,OP016,86.99,26.41,12.07,1.73,83,0,None,Pass,No
2024-08-16 11:00:00,Berlin,ASSY-01,A,ECU105483,Body ECU,OP066,83.99,25.52,11.77,1.77,72,0,None,Pass,No
2024-08-16 12:00:00,Munich,SMT-01,A,ECU105484,Body ECU,OP023,82.84,33.81,12.0,1.81,91,5,None,Pass,No
2024-08-16 13:00:00,Stuttgart,ASSY-01,B,ECU105485,ABS ECU,OP068,79.81,36.83,11.8,1.93,77,0,None,Pass,No
2024-08-16 14:00:00,Berlin,EOL-01,B,ECU105486,Body ECU,OP020,104.26,33.39,12.26,1.77,92,0,None,Pass,No
2024-08-16 15:00:00,Munich,SMT-02,A,ECU105487,Engine ECU,OP017,74.52,31.32,11.73,1.68,70,0,None,Pass,No
2024-08-16 16:00:00,Berlin,ASSY-01,C,ECU105488,Engine ECU,OP052,69.87,30.03,12.37,1.72,97,0,None,Pass,No
2024-08-16 17:00:00,Stuttgart,SMT-01,B,ECU105489,ABS ECU,OP006,95.7,41.44,11.98,1.78,76,0,None,Pass,No
2024-08-16 18:00:00,Munich,SMT-02,C,ECU105490,Body ECU,OP082,90.78,33.33,12.17,1.6,73,0,None,Pass,No
2024-08-16 19:00:00,Munich,ASSY-01,C,ECU105491,Body ECU,OP084,109.77,29.2,11.7,1.66,80,0,None,Pass,No
2024-08-16 20:00:00,Munich,SMT-02,A,ECU105492,Engine ECU,OP039,84.0,37.94,11.94,1.79,82,0,None,Pass,No
2024-08-16 21:00:00,Stuttgart,SMT-01,B,ECU105493,Engine ECU,OP034,84.65,36.89,12.49,2.05,79,5,None,Pass,No
2024-08-16 22:00:00,Berlin,EOL-01,A,ECU105494,Body ECU,OP054,75.12,24.27,11.87,1.91,100,0,None,Pass,No
2024-08-16 23:00:00,Munich,EOL-01,A,ECU105495,ADAS ECU,OP088,86.21,25.09,12.09,1.78,82,0,None,Pass,No
2024-08-17 00:00:00,Berlin,ASSY-01,C,ECU105496,Engine ECU,OP082,64.19,29.18,11.9,1.66,72,10,None,Pass,No
2024-08-17 01:00:00,Berlin,EOL-01,C,ECU105497,Engine ECU,OP094,62.35,35.1,11.88,1.58,93,0,None,Pass,No
2024-08-17 02:00:00,Stuttgart,ASSY-01,C,ECU105498,Engine ECU,OP065,78.48,27.68,12.3,1.96,87,0,None,Pass,No
2024-08-17 03:00:00,Munich,SMT-02,A,ECU105499,ABS ECU,OP087,85.8,25.92,12.35,1.92,76,0,None,Pass,No
2024-08-17 04:00:00,Berlin,ASSY-01,A,ECU105500,Body ECU,OP029,77.96,33.26,11.53,1.88,91,0,None,Pass,No
2024-08-17 05:00:00,Munich,ASSY-01,A,ECU105501,Body ECU,OP041,78.06,22.28,11.86,1.77,77,5,None,Pass,No
2024-08-17 06:00:00,Munich,ASSY-01,A,ECU105502,Body ECU,OP063,66.9,28.59,11.74,1.68,89,0,None,Pass,No
2024-08-17 07:00:00,Stuttgart,EOL-01,A,ECU105503,Engine ECU,OP032,92.58,25.7,12.08,1.61,71,0,Communication Failure,Fail,Yes
2024-08-17 08:00:00,Munich,ASSY-01,A,ECU105504,Body ECU,OP066,76.45,29.97,12.11,1.83,78,20,None,Pass,No
2024-08-17 09:00:00,Munich,SMT-01,A,ECU105505,Body ECU,OP100,104.91,26.21,11.81,1.59,72,0,None,Pass,No
2024-08-17 10:00:00,Berlin,ASSY-01,A,ECU105506,Body ECU,OP045,84.17,29.39,11.86,1.85,72,0,None,Pass,No
2024-08-17 11:00:00,Stuttgart,SMT-02,B,ECU105507,ABS ECU,OP017,72.38,31.69,12.04,1.8,90,0,None,Pass,No
2024-08-17 12:00:00,Munich,SMT-01,B,ECU105508,ABS ECU,OP043,57.33,30.52,11.93,1.79,99,0,None,Pass,No
2024-08-17 13:00:00,Berlin,SMT-02,B,ECU105509,Engine ECU,OP066,70.26,27.85,12.23,1.79,94,0,None,Pass,No
2024-08-17 14:00:00,Stuttgart,SMT-02,B,ECU105510,Body ECU,OP068,84.24,28.63,11.82,1.81,82,0,None,Pass,No
2024-08-17 15:00:00,Stuttgart,SMT-02,A,ECU105511,Engine ECU,OP034,56.48,39.02,12.13,1.99,70,10,None,Pass,No
2024-08-17 16:00:00,Berlin,SMT-01,A,ECU105512,Engine ECU,OP001,75.49,33.53,11.95,1.8,73,10,None,Pass,No
2024-08-17 17:00:00,Berlin,SMT-01,C,ECU105513,Engine ECU,OP023,78.61,29.07,12.27,1.78,79,0,None,Pass,No
2024-08-17 18:00:00,Berlin,EOL-01,C,ECU105514,Engine ECU,OP006,76.12,30.71,12.09,1.81,73,0,Solder Defect,Fail,Yes
2024-08-17 19:00:00,Berlin,SMT-01,B,ECU105515,Engine ECU,OP016,77.99,31.81,11.65,1.75,87,15,None,Pass,No
2024-08-17 20:00:00,Berlin,ASSY-01,C,ECU105516,Engine ECU,OP002,79.42,26.95,11.75,1.62,100,0,None,Pass,No
2024-08-17 21:00:00,Munich,SMT-02,B,ECU105517,ABS ECU,OP076,75.58,30.01,11.75,1.88,82,0,None,Pass,No
2024-08-17 22:00:00,Munich,EOL-01,A,ECU105518,ADAS ECU,OP027,102.64,25.71,11.94,1.51,77,0,None,Pass,No
2024-08-17 23:00:00,Stuttgart,SMT-01,A,ECU105519,ABS ECU,OP019,77.6,26.03,11.92,1.75,70,0,None,Pass,No
2024-08-18 00:00:00,Munich,SMT-02,C,ECU105520,Engine ECU,OP028,53.46,33.5,12.03,1.7,100,0,None,Pass,No
2024-08-18 01:00:00,Munich,SMT-01,A,ECU105521,ADAS ECU,OP035,65.36,34.02,12.36,1.58,95,0,None,Pass,No
2024-08-18 02:00:00,Munich,EOL-01,A,ECU105522,ADAS ECU,OP068,92.22,34.61,12.15,1.97,85,5,None,Pass,No
2024-08-18 03:00:00,Berlin,SMT-01,B,ECU105523,Body ECU,OP049,90.41,29.71,11.95,1.77,75,0,None,Pass,No
2024-08-18 04:00:00,Stuttgart,SMT-01,C,ECU105524,Engine ECU,OP007,78.7,28.03,11.84,1.86,92,0,None,Pass,No
2024-08-18 05:00:00,Stuttgart,SMT-02,A,ECU105525,Engine ECU,OP037,68.06,30.04,12.25,1.88,81,0,None,Pass,No
2024-08-18 06:00:00,Stuttgart,ASSY-01,C,ECU105526,ABS ECU,OP025,93.54,22.84,12.17,1.8,85,0,None,Pass,No
2024-08-18 07:00:00,Stuttgart,SMT-01,A,ECU105527,ADAS ECU,OP041,65.95,35.55,12.47,2.04,80,0,None,Pass,No
2024-08-18 08:00:00,Munich,EOL-01,B,ECU105528,ADAS ECU,OP081,89.48,19.16,12.2,1.87,80,0,None,Pass,No
2024-08-18 09:00:00,Munich,SMT-01,A,ECU105529,Engine ECU,OP062,79.85,33.89,11.96,1.85,88,0,Programming Error,Fail,Yes
2024-08-18 10:00:00,Berlin,SMT-01,C,ECU105530,Body ECU,OP041,91.0,26.04,12.24,1.94,98,5,None,Pass,No
2024-08-18 11:00:00,Stuttgart,ASSY-01,C,ECU105531,Engine ECU,OP014,78.92,29.97,12.45,1.8,97,0,None,Pass,No
2024-08-18 12:00:00,Munich,SMT-02,B,ECU105532,ADAS ECU,OP054,102.52,26.6,11.87,1.79,95,0,Communication Failure,Fail,Yes
2024-08-18 13:00:00,Munich,EOL-01,A,ECU105533,Body ECU,OP002,62.86,26.66,11.81,1.93,97,0,None,Pass,No
2024-08-18 14:00:00,Berlin,SMT-02,B,ECU105534,Body ECU,OP088,91.9,20.24,11.74,1.74,81,0,None,Pass,No
2024-08-18 15:00:00,Berlin,SMT-02,C,ECU105535,ADAS ECU,OP079,80.85,24.92,11.97,1.72,74,0,Solder Defect,Fail,Yes
2024-08-18 16:00:00,Berlin,SMT-02,B,ECU105536,Engine ECU,OP048,76.55,33.64,11.87,1.64,79,0,None,Pass,No
2024-08-18 17:00:00,Munich,SMT-01,A,ECU105537,Engine ECU,OP051,100.06,25.1,11.98,1.68,71,0,None,Pass,No
2024-08-18 18:00:00,Munich,ASSY-01,A,ECU105538,Engine ECU,OP097,72.79,24.93,11.94,1.82,97,0,None,Pass,No
2024-08-18 19:00:00,Berlin,SMT-01,B,ECU105539,ABS ECU,OP055,87.81,29.57,12.13,2.1,81,0,Sensor Failure,Fail,Yes
2024-08-18 20:00:00,Stuttgart,EOL-01,C,ECU105540,ABS ECU,OP012,86.46,20.69,12.23,1.69,83,10,None,Pass,No
2024-08-18 21:00:00,Berlin,ASSY-01,C,ECU105541,Body ECU,OP083,70.24,28.6,12.08,1.82,84,5,None,Pass,No
2024-08-18 22:00:00,Berlin,SMT-02,B,ECU105542,Engine ECU,OP069,94.91,31.03,12.05,1.86,91,10,None,Pass,No
2024-08-18 23:00:00,Berlin,ASSY-01,A,ECU105543,ABS ECU,OP001,109.25,31.48,12.04,1.7,99,0,None,Pass,No
2024-08-19 00:00:00,Berlin,EOL-01,A,ECU105544,Body ECU,OP059,104.44,25.85,11.78,1.89,72,0,None,Pass,No
2024-08-19 01:00:00,Munich,SMT-01,A,ECU105545,ADAS ECU,OP073,89.77,34.83,12.15,1.63,84,20,None,Pass,No
2024-08-19 02:00:00,Stuttgart,SMT-01,A,ECU105546,ADAS ECU,OP034,82.26,34.09,12.05,1.65,97,0,None,Pass,No
2024-08-19 03:00:00,Berlin,SMT-02,C,ECU105547,Engine ECU,OP093,94.8,23.09,11.43,1.77,86,0,None,Pass,No
2024-08-19 04:00:00,Stuttgart,SMT-01,A,ECU105548,ADAS ECU,OP046,96.62,32.86,12.09,1.62,72,0,Sensor Failure,Fail,Yes
2024-08-19 05:00:00,Stuttgart,SMT-01,B,ECU105549,ADAS ECU,OP059,86.09,30.61,11.97,1.58,78,0,None,Pass,No
2024-08-19 06:00:00,Stuttgart,EOL-01,B,ECU105550,ADAS ECU,OP066,56.32,32.04,12.14,1.53,97,0,None,Pass,No
2024-08-19 07:00:00,Berlin,ASSY-01,B,ECU105551,Body ECU,OP019,66.32,27.54,12.14,1.74,76,0,None,Pass,No
2024-08-19 08:00:00,Munich,SMT-01,B,ECU105552,ADAS ECU,OP028,90.52,24.83,12.32,2.12,89,20,None,Pass,No
2024-08-19 09:00:00,Berlin,EOL-01,A,ECU105553,ADAS ECU,OP099,88.9,29.41,11.82,1.96,98,0,None,Pass,No
2024-08-19 10:00:00,Stuttgart,EOL-01,C,ECU105554,Body ECU,OP040,79.46,31.51,11.62,1.53,99,0,None,Pass,No
2024-08-19 11:00:00,Stuttgart,SMT-02,A,ECU105555,ABS ECU,OP057,88.29,31.59,12.35,1.62,81,0,None,Pass,No
2024-08-19 12:00:00,Munich,EOL-01,C,ECU105556,Body ECU,OP051,67.43,31.37,12.25,1.73,76,0,None,Pass,No
2024-08-19 13:00:00,Berlin,SMT-02,A,ECU105557,ABS ECU,OP022,82.85,25.7,11.83,1.82,98,20,None,Pass,No
2024-08-19 14:00:00,Stuttgart,SMT-01,C,ECU105558,Body ECU,OP068,80.97,35.48,11.88,1.82,91,0,None,Pass,No
2024-08-19 15:00:00,Munich,SMT-02,B,ECU105559,Engine ECU,OP008,61.43,34.77,12.02,1.76,99,0,None,Pass,No
2024-08-19 16:00:00,Stuttgart,EOL-01,B,ECU105560,ADAS ECU,OP060,86.05,30.99,12.01,1.73,98,0,None,Pass,No
2024-08-19 17:00:00,Munich,ASSY-01,C,ECU105561,ABS ECU,OP065,66.69,26.19,11.78,1.56,95,0,None,Pass,No
2024-08-19 18:00:00,Munich,ASSY-01,C,ECU105562,Body ECU,OP036,95.51,31.05,12.19,1.67,98,0,None,Pass,No
2024-08-19 19:00:00,Berlin,SMT-01,C,ECU105563,ABS ECU,OP071,89.02,28.29,12.05,1.7,87,0,None,Pass,No
2024-08-19 20:00:00,Stuttgart,SMT-01,B,ECU105564,ABS ECU,OP089,76.98,28.59,11.65,1.49,71,0,Sensor Failure,Fail,Yes
2024-08-19 21:00:00,Berlin,ASSY-01,B,ECU105565,ADAS ECU,OP029,72.79,32.68,12.02,1.66,85,0,None,Pass,No
2024-08-19 22:00:00,Stuttgart,SMT-02,A,ECU105566,ABS ECU,OP065,68.3,28.32,12.16,2.0,80,10,None,Pass,No
2024-08-19 23:00:00,Berlin,SMT-01,C,ECU105567,Body ECU,OP056,79.29,35.66,11.86,1.75,95,0,None,Pass,No
2024-08-20 00:00:00,Stuttgart,EOL-01,C,ECU105568,Engine ECU,OP082,94.27,32.52,11.94,1.85,99,20,None,Pass,No
2024-08-20 01:00:00,Berlin,SMT-01,C,ECU105569,Engine ECU,OP004,80.94,34.03,12.04,2.05,96,0,None,Pass,No
2024-08-20 02:00:00,Munich,SMT-02,B,ECU105570,ADAS ECU,OP084,82.94,26.41,11.52,2.02,88,0,None,Pass,No
2024-08-20 03:00:00,Stuttgart,SMT-01,C,ECU105571,Body ECU,OP072,71.74,27.53,11.95,1.62,96,0,None,Pass,No
2024-08-20 04:00:00,Stuttgart,EOL-01,C,ECU105572,Body ECU,OP091,78.94,25.03,12.08,1.85,75,0,None,Pass,No
2024-08-20 05:00:00,Munich,EOL-01,B,ECU105573,Engine ECU,OP050,82.29,35.28,12.03,1.93,89,0,None,Pass,No
2024-08-20 06:00:00,Berlin,EOL-01,C,ECU105574,Body ECU,OP039,86.49,41.52,12.34,1.68,93,0,Communication Failure,Fail,Yes
2024-08-20 07:00:00,Stuttgart,SMT-02,A,ECU105575,ABS ECU,OP035,82.89,32.08,12.18,1.87,76,0,None,Pass,No
2024-08-20 08:00:00,Stuttgart,SMT-02,B,ECU105576,ADAS ECU,OP025,90.39,31.04,11.9,1.79,82,0,None,Pass,No
2024-08-20 09:00:00,Berlin,EOL-01,B,ECU105577,Engine ECU,OP078,92.86,28.09,11.98,1.88,75,0,None,Pass,No
2024-08-20 10:00:00,Munich,EOL-01,B,ECU105578,ADAS ECU,OP044,103.34,36.47,12.09,1.83,77,0,None,Pass,No
2024-08-20 11:00:00,Berlin,SMT-02,A,ECU105579,ABS ECU,OP047,87.64,29.82,11.33,1.94,74,5,None,Pass,No
2024-08-20 12:00:00,Berlin,SMT-02,B,ECU105580,Engine ECU,OP040,90.05,27.41,11.6,1.67,94,0,None,Pass,No
2024-08-20 13:00:00,Berlin,SMT-02,B,ECU105581,Body ECU,OP031,78.73,24.09,11.99,1.84,70,0,None,Pass,No
2024-08-20 14:00:00,Stuttgart,ASSY-01,B,ECU105582,Body ECU,OP069,103.46,25.82,12.45,2.05,89,0,None,Pass,No
2024-08-20 15:00:00,Munich,SMT-02,B,ECU105583,ABS ECU,OP081,79.36,30.28,11.95,1.88,71,0,None,Pass,No
2024-08-20 16:00:00,Munich,EOL-01,A,ECU105584,Engine ECU,OP074,92.22,22.67,12.25,1.91,75,20,None,Pass,No
2024-08-20 17:00:00,Berlin,ASSY-01,C,ECU105585,ADAS ECU,OP043,79.09,25.09,11.64,1.64,78,0,None,Pass,No
2024-08-20 18:00:00,Stuttgart,SMT-02,C,ECU105586,Engine ECU,OP055,83.27,36.65,11.88,1.5,99,10,None,Pass,No
2024-08-20 19:00:00,Berlin,EOL-01,B,ECU105587,Body ECU,OP016,85.24,33.32,11.81,1.79,99,0,None,Pass,No
2024-08-20 20:00:00,Stuttgart,SMT-01,A,ECU105588,Engine ECU,OP068,61.56,28.7,12.07,1.97,93,0,None,Pass,No
2024-08-20 21:00:00,Stuttgart,ASSY-01,B,ECU105589,Engine ECU,OP069,87.38,33.77,12.22,1.74,78,0,None,Pass,No
2024-08-20 22:00:00,Stuttgart,EOL-01,C,ECU105590,Body ECU,OP042,84.04,26.94,11.95,1.75,75,0,None,Pass,No
2024-08-20 23:00:00,Stuttgart,SMT-01,C,ECU105591,Body ECU,OP041,76.91,33.12,11.9,1.67,96,0,None,Pass,No
2024-08-21 00:00:00,Munich,EOL-01,A,ECU105592,ADAS ECU,OP050,72.94,28.55,12.34,1.71,99,0,Programming Error,Fail,Yes
2024-08-21 01:00:00,Stuttgart,SMT-02,C,ECU105593,Engine ECU,OP084,77.31,37.88,12.55,1.76,99,0,None,Pass,No
2024-08-21 02:00:00,Stuttgart,SMT-02,B,ECU105594,Body ECU,OP006,72.25,25.45,11.89,1.96,78,0,None,Pass,No
2024-08-21 03:00:00,Berlin,SMT-01,A,ECU105595,ABS ECU,OP075,78.99,36.12,11.98,2.01,91,5,None,Pass,No
2024-08-21 04:00:00,Berlin,SMT-02,C,ECU105596,Body ECU,OP053,76.97,29.49,12.07,1.69,74,5,None,Pass,No
2024-08-21 05:00:00,Munich,EOL-01,B,ECU105597,ADAS ECU,OP017,80.82,22.49,12.1,1.6,85,5,None,Pass,No
2024-08-21 06:00:00,Berlin,SMT-01,A,ECU105598,ADAS ECU,OP057,94.14,31.24,12.06,1.71,72,0,None,Pass,No
2024-08-21 07:00:00,Stuttgart,EOL-01,B,ECU105599,ABS ECU,OP067,74.09,32.8,11.5,1.8,97,0,None,Pass,No
2024-08-21 08:00:00,Berlin,EOL-01,C,ECU105600,ADAS ECU,OP016,78.0,36.0,12.11,1.86,81,0,None,Pass,No
2024-08-21 09:00:00,Munich,EOL-01,B,ECU105601,Engine ECU,OP052,86.4,33.05,12.49,1.65,81,0,None,Pass,No
2024-08-21 10:00:00,Berlin,SMT-02,A,ECU105602,ADAS ECU,OP100,73.24,26.28,11.59,2.18,88,0,None,Pass,No
2024-08-21 11:00:00,Berlin,SMT-02,B,ECU105603,ABS ECU,OP090,94.14,34.15,11.6,1.75,94,0,None,Pass,No
2024-08-21 12:00:00,Munich,EOL-01,C,ECU105604,ADAS ECU,OP088,73.42,30.22,11.68,1.81,78,0,None,Pass,No
2024-08-21 13:00:00,Munich,ASSY-01,A,ECU105605,ABS ECU,OP034,86.61,23.68,12.16,1.86,98,0,Programming Error,Fail,Yes
2024-08-21 14:00:00,Stuttgart,EOL-01,A,ECU105606,ADAS ECU,OP084,97.74,29.66,11.55,1.64,88,0,None,Pass,No
2024-08-21 15:00:00,Berlin,EOL-01,C,ECU105607,Body ECU,OP081,73.2,25.29,12.29,1.96,88,0,None,Pass,No
2024-08-21 16:00:00,Stuttgart,SMT-01,B,ECU105608,ABS ECU,OP020,75.4,29.44,11.73,2.06,90,30,None,Pass,No
2024-08-21 17:00:00,Berlin,EOL-01,B,ECU105609,ADAS ECU,OP080,79.59,32.91,12.21,1.67,86,0,None,Pass,No
2024-08-21 18:00:00,Berlin,SMT-02,C,ECU105610,Engine ECU,OP056,85.23,25.49,11.85,1.92,70,10,None,Pass,No
2024-08-21 19:00:00,Stuttgart,SMT-01,A,ECU105611,ABS ECU,OP051,83.44,31.18,11.82,1.75,71,0,None,Pass,No
2024-08-21 20:00:00,Berlin,ASSY-01,C,ECU105612,ABS ECU,OP053,84.79,34.33,12.12,1.73,95,0,None,Pass,No
2024-08-21 21:00:00,Berlin,SMT-01,A,ECU105613,ADAS ECU,OP049,91.07,27.5,12.14,1.78,91,0,None,Pass,No
2024-08-21 22:00:00,Berlin,ASSY-01,A,ECU105614,Body ECU,OP004,82.75,28.86,11.81,1.8,87,0,None,Pass,No
2024-08-21 23:00:00,Munich,SMT-01,B,ECU105615,Body ECU,OP018,67.41,34.27,12.07,1.85,71,0,Sensor Failure,Fail,Yes
2024-08-22 00:00:00,Stuttgart,SMT-01,C,ECU105616,ADAS ECU,OP036,100.28,34.46,12.17,1.91,75,0,None,Pass,No
2024-08-22 01:00:00,Munich,ASSY-01,A,ECU105617,ADAS ECU,OP035,90.18,25.37,11.53,1.76,94,0,None,Pass,No
