Production_Date,Plant,Line,Shift,ECU_Serial_No,Product_Type,Supplier,Operator_ID,Cycle_Time_Sec,Programming_Time_Sec,Voltage_Test_V,Current_Test_A,Functional_Test_Score,Temperature_C,Humidity_Percent,Downtime_Minutes,Defect_Type,Status,Rework_Required,Production_Cost_EUR,Selling_Price_EUR
2023-07-27 10:00:00,Munich,ASSY-01,B,ECU104978,ADAS ECU,Bosch,OP0133,92.02,31.9,11.64,2.01,72,34.9,68,0,None,Pass,No,133.47,234.56
2023-07-27 11:00:00,Munich,EOL-01,B,ECU104979,Transmission ECU,ZF,OP0186,94.48,26.3,12.28,1.86,87,35.6,47,0,None,Pass,No,105.5,139.81
2023-07-27 12:00:00,Nuremberg,SMT-02,A,ECU104980,Engine ECU,Bosch,OP0079,108.24,31.71,11.59,1.87,77,26.0,60,20,None,Pass,No,76.61,92.12
2023-07-27 13:00:00,Stuttgart,SMT-01,B,ECU104981,Body ECU,Continental,OP0132,81.74,24.63,11.87,2.03,97,18.9,34,0,None,Pass,No,53.54,87.9
2023-07-27 14:00:00,Bremen,EOL-02,C,ECU104982,Transmission ECU,Infineon,OP0275,86.2,36.63,11.55,1.78,69,19.0,42,0,None,Pass,No,87.03,109.85
2023-07-27 15:00:00,Regensburg,SMT-03,A,ECU104983,Engine ECU,Infineon,OP0200,93.68,28.77,12.09,1.88,83,20.9,30,0,Solder Defect,Fail,Yes,106.04,172.46
2023-07-27 16:00:00,Leipzig,SMT-01,A,ECU104984,Transmission ECU,Valeo,OP0101,63.07,38.93,11.95,1.7,71,23.9,35,20,None,Pass,No,91.6,116.21
2023-07-27 17:00:00,Stuttgart,ASSY-01,B,ECU104985,Battery ECU,Hella,OP0152,107.5,36.48,12.09,1.59,68,21.7,68,0,None,Pass,No,99.41,122.32
2023-07-27 18:00:00,Dresden,EOL-02,B,ECU104986,Body ECU,Hella,OP0216,41.36,31.04,11.77,1.94,73,19.2,63,0,None,Pass,No,122.23,152.68
2023-07-27 19:00:00,Leipzig,SMT-03,A,ECU104987,Transmission ECU,Hella,OP0147,100.79,26.16,12.46,1.71,83,24.4,45,20,Communication Failure,Fail,Yes,126.35,204.21
2023-07-27 20:00:00,Dresden,SMT-01,B,ECU104988,ADAS ECU,ZF,OP0280,142.13,36.86,11.9,1.67,89,19.8,55,0,None,Pass,No,114.61,196.64
2023-07-27 21:00:00,Dresden,ASSY-02,C,ECU104989,ADAS ECU,Hella,OP0233,99.08,35.48,12.2,1.72,65,30.9,42,30,None,Pass,No,110.43,188.87
2023-07-27 22:00:00,Nuremberg,SMT-01,A,ECU104990,Engine ECU,Infineon,OP0149,100.51,25.78,11.94,2.02,68,19.8,33,20,None,Pass,No,132.84,222.84
2023-07-27 23:00:00,Leipzig,EOL-02,B,ECU104991,ADAS ECU,Infineon,OP0275,91.6,30.24,11.87,1.68,82,20.6,65,0,None,Pass,No,125.81,194.98
2023-07-28 00:00:00,Wolfsburg,ASSY-02,A,ECU104992,ADAS ECU,Valeo,OP0181,77.45,25.66,12.06,2.13,71,24.6,39,0,None,Pass,No,114.72,148.97
2023-07-28 01:00:00,Bremen,EOL-02,B,ECU104993,Body ECU,Bosch,OP0151,101.83,29.51,12.62,1.51,83,17.5,39,0,None,Pass,No,140.43,194.25
2023-07-28 02:00:00,Munich,SMT-02,B,ECU104994,Engine ECU,Continental,OP0293,68.9,33.54,12.05,1.93,87,22.1,75,0,None,Pass,No,88.19,148.91
2023-07-28 03:00:00,Hanover,ASSY-01,B,ECU104995,Engine ECU,Hella,OP0284,72.27,31.07,11.82,1.69,92,16.5,56,0,None,Pass,No,134.54,241.85
2023-07-28 04:00:00,Munich,EOL-01,B,ECU104996,Transmission ECU,Hella,OP0204,83.17,27.49,12.28,1.69,93,23.7,44,0,None,Pass,No,107.74,191.08
2023-07-28 05:00:00,Wolfsburg,SMT-01,A,ECU104997,Engine ECU,Hella,OP0080,97.84,37.02,11.43,1.85,70,19.9,64,0,None,Pass,No,118.86,196.03
2023-07-28 06:00:00,Regensburg,SMT-03,C,ECU104998,ADAS ECU,Continental,OP0149,71.44,38.11,12.77,1.66,91,21.5,55,10,None,Pass,No,90.12,160.25
2023-07-28 07:00:00,Leipzig,EOL-02,B,ECU104999,ABS ECU,Valeo,OP0277,100.11,39.41,12.15,1.66,68,24.7,63,0,None,Pass,No,66.28,113.78
2023-07-28 08:00:00,Wolfsburg,EOL-02,A,ECU105000,ADAS ECU,Hella,OP0035,96.59,44.85,11.73,1.99,87,22.0,56,0,None,Pass,No,92.46,155.31
2023-07-28 09:00:00,Ingolstadt,ASSY-01,C,ECU105001,Battery ECU,Bosch,OP0216,91.2,37.43,11.77,1.55,94,27.7,33,15,None,Pass,No,92.75,152.61
2023-07-28 10:00:00,Regensburg,SMT-01,A,ECU105002,Transmission ECU,ZF,OP0001,64.98,28.92,12.06,1.39,88,19.1,76,15,None,Pass,No,84.66,146.68
2023-07-28 11:00:00,Wolfsburg,SMT-03,B,ECU105003,ABS ECU,Continental,OP0206,103.82,31.28,11.46,1.83,96,21.6,41,0,None,Pass,No,105.68,184.24
2023-07-28 12:00:00,Hanover,SMT-03,A,ECU105004,ABS ECU,Valeo,OP0092,86.32,37.11,12.35,1.68,75,22.4,71,0,Component Missing,Fail,Yes,123.08,213.48
2023-07-28 13:00:00,Munich,EOL-02,B,ECU105005,Battery ECU,Infineon,OP0091,88.94,37.27,12.28,1.7,94,28.0,70,0,None,Pass,No,106.58,166.9
2023-07-28 14:00:00,Dresden,EOL-01,A,ECU105006,Transmission ECU,Bosch,OP0070,82.65,29.63,12.21,1.61,90,29.3,52,15,None,Pass,No,118.39,163.83
2023-07-28 15:00:00,Regensburg,EOL-02,A,ECU105007,Engine ECU,Continental,OP0132,66.57,40.2,11.87,1.49,80,19.1,71,0,None,Pass,No,114.21,167.7
2023-07-28 16:00:00,Stuttgart,EOL-01,A,ECU105008,Transmission ECU,Infineon,OP0257,75.2,27.96,12.87,1.93,70,22.0,59,15,None,Pass,No,68.13,110.02
2023-07-28 17:00:00,Ingolstadt,EOL-02,B,ECU105009,ABS ECU,Continental,OP0092,104.26,25.79,11.73,1.56,89,14.3,62,0,None,Pass,No,124.0,207.22
2023-07-28 18:00:00,Stuttgart,EOL-02,B,ECU105010,ADAS ECU,ZF,OP0082,113.93,38.42,11.83,1.89,84,24.0,45,0,None,Pass,No,130.33,191.31
2023-07-28 19:00:00,Dresden,SMT-03,B,ECU105011,Engine ECU,ZF,OP0099,98.29,30.85,11.6,1.93,74,24.2,71,0,None,Pass,No,168.29,276.33
2023-07-28 20:00:00,Leipzig,EOL-01,C,ECU105012,Battery ECU,Infineon,OP0053,101.31,31.7,12.03,1.73,65,31.1,57,5,Communication Failure,Fail,Yes,93.18,148.61
2023-07-28 21:00:00,Bremen,SMT-03,C,ECU105013,Transmission ECU,Infineon,OP0080,114.87,31.26,11.82,1.74,75,23.1,33,10,None,Pass,No,118.09,187.58
2023-07-28 22:00:00,Stuttgart,SMT-01,B,ECU105014,Engine ECU,Valeo,OP0246,114.49,35.81,12.09,1.78,76,23.4,52,0,None,Pass,No,125.24,175.24
2023-07-28 23:00:00,Stuttgart,EOL-02,B,ECU105015,Body ECU,Hella,OP0289,98.88,32.75,12.49,1.96,84,21.8,35,15,None,Pass,No,102.47,155.46
2023-07-29 00:00:00,Munich,SMT-02,A,ECU105016,ABS ECU,Infineon,OP0279,81.02,34.82,12.28,1.87,76,26.6,46,0,None,Pass,No,147.7,219.37
2023-07-29 01:00:00,Wolfsburg,EOL-01,C,ECU105017,Engine ECU,ZF,OP0262,60.33,39.68,11.85,1.98,80,25.3,62,0,None,Pass,No,98.86,163.95
2023-07-29 02:00:00,Leipzig,ASSY-02,C,ECU105018,ADAS ECU,Valeo,OP0261,90.95,31.91,11.96,1.63,79,26.2,36,10,None,Pass,No,84.03,145.04
2023-07-29 03:00:00,Regensburg,ASSY-02,A,ECU105019,Body ECU,Continental,OP0232,92.62,37.74,11.84,1.92,90,34.7,66,0,None,Pass,No,86.05,129.24
2023-07-29 04:00:00,Bremen,ASSY-02,B,ECU105020,Engine ECU,Hella,OP0248,129.25,44.08,12.25,1.71,75,16.6,58,0,None,Pass,No,79.14,120.22
2023-07-29 05:00:00,Ingolstadt,SMT-02,C,ECU105021,ADAS ECU,Bosch,OP0255,99.97,28.2,11.66,2.06,67,10.3,32,0,None,Pass,No,82.05,123.57
2023-07-29 06:00:00,Nuremberg,SMT-03,A,ECU105022,ADAS ECU,Continental,OP0083,93.1,42.76,12.49,2.07,66,27.6,48,0,None,Pass,No,123.55,207.35
2023-07-29 07:00:00,Dresden,SMT-03,A,ECU105023,Body ECU,Valeo,OP0265,76.68,29.27,12.1,1.49,83,23.8,76,0,Programming Error,Fail,Yes,116.03,162.44
2023-07-29 08:00:00,Nuremberg,ASSY-01,A,ECU105024,Engine ECU,Bosch,OP0003,91.32,30.34,11.46,1.61,96,21.1,59,5,Solder Defect,Fail,Yes,116.41,171.0
2023-07-29 09:00:00,Leipzig,ASSY-02,A,ECU105025,Engine ECU,Continental,OP0223,108.77,25.78,11.92,1.61,87,29.1,70,0,None,Pass,No,94.46,145.95
2023-07-29 10:00:00,Stuttgart,ASSY-02,A,ECU105026,ABS ECU,ZF,OP0250,86.91,31.56,11.36,1.76,88,24.9,67,0,None,Pass,No,99.07,176.97
2023-07-29 11:00:00,Munich,SMT-03,A,ECU105027,ABS ECU,Valeo,OP0192,70.71,37.09,11.99,1.65,77,22.0,61,45,None,Pass,No,108.03,177.08
2023-07-29 12:00:00,Dresden,ASSY-02,A,ECU105028,Body ECU,Bosch,OP0046,77.14,39.15,11.86,1.51,65,28.5,34,0,None,Pass,No,136.39,230.9
2023-07-29 13:00:00,Munich,SMT-03,C,ECU105029,Battery ECU,Infineon,OP0295,69.65,40.6,11.46,1.94,69,27.8,47,0,None,Pass,No,127.78,180.6
2023-07-29 14:00:00,Wolfsburg,EOL-02,A,ECU105030,Engine ECU,ZF,OP0269,79.68,22.36,12.39,1.82,77,27.3,77,0,None,Pass,No,113.05,177.54
2023-07-29 15:00:00,Leipzig,EOL-02,B,ECU105031,Body ECU,Infineon,OP0041,72.92,24.81,12.56,1.57,72,17.6,79,0,None,Pass,No,115.77,163.58
2023-07-29 16:00:00,Leipzig,SMT-03,A,ECU105032,Engine ECU,Infineon,OP0139,98.24,36.61,11.93,1.63,94,19.9,50,0,None,Pass,No,156.25,213.64
2023-07-29 17:00:00,Leipzig,EOL-01,A,ECU105033,Engine ECU,Bosch,OP0041,100.29,38.04,11.91,1.49,92,25.5,47,0,None,Pass,No,83.93,113.7
2023-07-29 18:00:00,Stuttgart,SMT-03,C,ECU105034,ADAS ECU,Hella,OP0175,112.64,40.87,11.99,1.44,93,26.4,30,0,None,Pass,No,122.39,199.19
2023-07-29 19:00:00,Wolfsburg,SMT-01,C,ECU105035,Body ECU,Hella,OP0291,89.24,36.94,11.95,1.38,100,31.0,42,0,None,Pass,No,134.71,189.82
2023-07-29 20:00:00,Leipzig,SMT-01,B,ECU105036,Transmission ECU,Valeo,OP0280,88.98,27.65,11.86,1.5,84,21.1,69,5,None,Pass,No,74.81,119.62
2023-07-29 21:00:00,Nuremberg,SMT-01,B,ECU105037,Body ECU,Bosch,OP0094,95.18,29.19,12.43,1.54,69,24.0,41,20,None,Pass,No,110.32,143.12
2023-07-29 22:00:00,Dresden,SMT-01,B,ECU105038,Engine ECU,Hella,OP0205,81.56,35.61,12.08,1.76,71,29.9,70,0,None,Pass,No,87.47,105.72
2023-07-29 23:00:00,Hanover,SMT-02,A,ECU105039,Body ECU,Continental,OP0056,73.09,26.19,11.98,1.66,94,23.3,55,0,None,Pass,No,104.65,160.44
2023-07-30 00:00:00,Dresden,ASSY-01,A,ECU105040,Transmission ECU,Continental,OP0231,76.47,29.1,12.2,1.8,71,24.8,65,15,None,Pass,No,129.79,197.08
2023-07-30 01:00:00,Leipzig,ASSY-01,B,ECU105041,ADAS ECU,Hella,OP0260,99.12,34.32,12.07,1.86,75,23.8,49,30,None,Pass,No,115.03,183.77
2023-07-30 02:00:00,Stuttgart,SMT-03,C,ECU105042,Battery ECU,Infineon,OP0220,103.76,33.42,12.04,2.06,75,26.8,44,0,Component Missing,Fail,Yes,133.99,203.93
2023-07-30 03:00:00,Bremen,EOL-02,A,ECU105043,Engine ECU,Infineon,OP0168,125.85,34.83,11.75,1.67,84,26.5,77,0,Component Missing,Fail,Yes,134.99,171.07
2023-07-30 04:00:00,Bremen,ASSY-02,B,ECU105044,Transmission ECU,Hella,OP0171,74.6,36.69,12.08,1.86,97,16.0,30,0,None,Pass,No,99.78,158.82
2023-07-30 05:00:00,Leipzig,SMT-01,A,ECU105045,ABS ECU,Valeo,OP0137,73.93,26.33,12.21,1.95,79,27.2,75,0,None,Pass,No,114.01,201.29
2023-07-30 06:00:00,Ingolstadt,ASSY-01,A,ECU105046,Body ECU,Infineon,OP0278,61.44,35.33,11.8,1.56,68,32.4,42,0,None,Pass,No,124.36,202.18
2023-07-30 07:00:00,Leipzig,ASSY-01,B,ECU105047,Body ECU,Valeo,OP0260,92.33,27.16,12.27,1.46,74,17.1,54,0,None,Pass,No,85.86,135.34
2023-07-30 08:00:00,Wolfsburg,SMT-01,A,ECU105048,ABS ECU,Continental,OP0291,98.1,34.32,12.14,1.62,67,25.7,40,0,Solder Defect,Fail,Yes,150.31,230.36
2023-07-30 09:00:00,Ingolstadt,EOL-02,C,ECU105049,Battery ECU,ZF,OP0289,80.52,38.57,12.23,1.76,88,26.9,78,0,None,Pass,No,127.86,154.61
2023-07-30 10:00:00,Stuttgart,SMT-02,B,ECU105050,Engine ECU,Bosch,OP0135,67.12,37.28,11.93,1.53,66,17.4,56,0,None,Pass,No,140.23,249.19
2023-07-30 11:00:00,Regensburg,SMT-02,A,ECU105051,Engine ECU,ZF,OP0105,120.0,28.94,11.74,1.83,87,20.2,79,20,None,Pass,No,134.04,238.43
2023-07-30 12:00:00,Stuttgart,ASSY-01,B,ECU105052,Transmission ECU,Valeo,OP0227,95.44,28.29,12.11,2.03,83,20.6,46,5,None,Pass,No,115.46,188.35
2023-07-30 13:00:00,Munich,SMT-02,C,ECU105053,Engine ECU,Infineon,OP0190,71.62,43.73,12.21,1.95,72,25.1,51,0,None,Pass,No,108.21,180.88
2023-07-30 14:00:00,Ingolstadt,EOL-01,A,ECU105054,ABS ECU,ZF,OP0195,84.59,39.36,12.58,1.48,90,17.2,58,0,Programming Error,Fail,Yes,128.43,221.78
2023-07-30 15:00:00,Bremen,SMT-01,B,ECU105055,Body ECU,Valeo,OP0064,124.38,33.76,11.63,1.93,82,20.6,76,0,None,Pass,No,143.55,250.43
2023-07-30 16:00:00,Ingolstadt,EOL-02,C,ECU105056,Transmission ECU,ZF,OP0171,104.23,42.0,12.04,1.7,73,25.8,67,0,None,Pass,No,110.87,157.93
2023-07-30 17:00:00,Stuttgart,ASSY-01,A,ECU105057,Battery ECU,Continental,OP0018,85.07,34.08,12.19,1.91,100,28.3,41,20,None,Pass,No,105.82,177.9
2023-07-30 18:00:00,Leipzig,SMT-01,C,ECU105058,Transmission ECU,Valeo,OP0259,75.66,48.69,12.21,1.71,73,24.2,68,30,None,Pass,No,114.34,152.72
2023-07-30 19:00:00,Wolfsburg,SMT-02,A,ECU105059,Transmission ECU,Continental,OP0190,110.42,33.44,11.66,1.73,97,18.7,73,0,None,Pass,No,140.94,196.14
2023-07-30 20:00:00,Nuremberg,SMT-01,A,ECU105060,Battery ECU,ZF,OP0295,68.57,49.8,12.22,1.85,75,22.6,73,0,PCB Damage,Fail,Yes,93.6,133.57
2023-07-30 21:00:00,Hanover,SMT-02,B,ECU105061,ADAS ECU,Hella,OP0253,97.49,36.01,11.57,2.12,88,25.0,70,10,None,Pass,No,117.72,190.99
2023-07-30 22:00:00,Ingolstadt,EOL-02,A,ECU105062,ABS ECU,Hella,OP0081,97.23,27.7,11.6,1.84,88,31.6,39,5,None,Pass,No,91.53,154.22
2023-07-30 23:00:00,Wolfsburg,SMT-02,B,ECU105063,Transmission ECU,Bosch,OP0060,106.55,35.2,12.41,1.62,96,26.1,74,0,None,Pass,No,158.37,217.58
2023-07-31 00:00:00,Dresden,SMT-01,B,ECU105064,Engine ECU,Hella,OP0105,98.43,39.21,11.74,1.77,97,34.4,61,0,None,Pass,No,111.05,189.64
2023-07-31 01:00:00,Munich,EOL-02,A,ECU105065,Engine ECU,Bosch,OP0261,99.35,35.09,12.31,2.03,81,28.1,41,0,None,Pass,No,106.87,156.88
2023-07-31 02:00:00,Ingolstadt,SMT-02,C,ECU105066,Transmission ECU,ZF,OP0255,95.06,31.49,12.07,1.89,90,30.1,31,20,None,Pass,No,143.16,184.64
2023-07-31 03:00:00,Wolfsburg,EOL-01,B,ECU105067,Battery ECU,Bosch,OP0046,94.59,36.59,12.32,1.47,97,20.7,77,0,None,Pass,No,103.12,133.77
2023-07-31 04:00:00,Hanover,SMT-03,B,ECU105068,ADAS ECU,Bosch,OP0132,118.09,38.77,11.86,1.85,66,27.8,31,5,None,Pass,No,143.19,213.53
2023-07-31 05:00:00,Munich,SMT-01,A,ECU105069,Engine ECU,Bosch,OP0014,90.23,30.8,11.88,1.98,66,24.9,48,0,None,Pass,No,111.3,198.3
2023-07-31 06:00:00,Leipzig,SMT-03,A,ECU105070,ADAS ECU,Continental,OP0267,103.03,34.64,12.15,2.2,78,36.2,69,0,None,Pass,No,75.91,120.46
2023-07-31 07:00:00,Dresden,SMT-01,B,ECU105071,ABS ECU,Bosch,OP0022,83.99,29.0,12.39,1.53,85,22.3,65,0,None,Pass,No,142.4,217.12
2023-07-31 08:00:00,Ingolstadt,SMT-02,C,ECU105072,ABS ECU,Infineon,OP0106,74.57,37.18,12.34,1.63,87,32.9,75,45,Solder Defect,Fail,Yes,84.6,118.11
2023-07-31 09:00:00,Munich,SMT-02,A,ECU105073,Body ECU,Valeo,OP0005,82.82,29.38,11.8,1.99,86,32.6,35,0,None,Pass,No,97.32,132.48
2023-07-31 10:00:00,Nuremberg,EOL-02,B,ECU105074,Engine ECU,ZF,OP0181,86.32,36.4,12.6,1.74,100,21.1,44,0,None,Pass,No,128.36,188.12
2023-07-31 11:00:00,Ingolstadt,ASSY-01,B,ECU105075,ABS ECU,Continental,OP0149,74.26,41.82,11.66,1.73,65,25.6,35,0,Programming Error,Fail,Yes,67.95,107.2
2023-07-31 12:00:00,Leipzig,EOL-01,A,ECU105076,Transmission ECU,Valeo,OP0280,67.65,39.04,11.93,1.69,96,16.8,72,60,None,Pass,No,53.81,75.49
2023-07-31 13:00:00,Stuttgart,ASSY-01,C,ECU105077,Body ECU,ZF,OP0013,107.97,33.5,12.33,1.87,93,33.1,31,0,None,Pass,No,26.94,35.37
2023-07-31 14:00:00,Ingolstadt,SMT-03,A,ECU105078,Engine ECU,Continental,OP0026,81.02,27.13,12.12,1.99,69,13.3,67,0,None,Pass,No,125.43,151.76
2023-07-31 15:00:00,Ingolstadt,SMT-02,A,ECU105079,ADAS ECU,ZF,OP0040,85.78,35.13,12.47,1.7,100,15.9,69,10,None,Pass,No,106.26,133.41
2023-07-31 16:00:00,Munich,ASSY-01,A,ECU105080,Engine ECU,Hella,OP0282,81.39,32.78,11.97,1.52,89,23.2,42,0,None,Pass,No,158.23,229.14
2023-07-31 17:00:00,Munich,SMT-02,A,ECU105081,Battery ECU,ZF,OP0286,55.28,35.15,12.27,1.92,86,19.3,51,0,None,Pass,No,109.63,188.9
2023-07-31 18:00:00,Regensburg,SMT-01,A,ECU105082,Engine ECU,Hella,OP0064,114.58,35.67,11.68,1.59,69,19.0,42,0,None,Pass,No,83.02,107.28
2023-07-31 19:00:00,Stuttgart,ASSY-01,C,ECU105083,Battery ECU,Hella,OP0111,76.17,32.59,11.72,1.91,67,22.3,67,0,None,Pass,No,121.92,147.1
2023-07-31 20:00:00,Stuttgart,SMT-03,B,ECU105084,Transmission ECU,Infineon,OP0088,105.18,30.88,11.84,1.8,88,28.8,43,10,None,Pass,No,134.11,190.79
2023-07-31 21:00:00,Ingolstadt,EOL-02,A,ECU105085,ADAS ECU,ZF,OP0124,75.11,37.54,11.66,1.75,97,29.0,71,15,None,Pass,No,94.15,146.04
2023-07-31 22:00:00,Dresden,ASSY-01,B,ECU105086,ABS ECU,Hella,OP0146,93.4,44.22,11.68,1.64,92,26.3,43,0,None,Pass,No,103.65,146.39
2023-07-31 23:00:00,Munich,SMT-02,B,ECU105087,Transmission ECU,Infineon,OP0214,104.28,36.13,11.94,1.74,85,26.5,46,0,None,Pass,No,160.19,227.8
2023-08-01 00:00:00,Leipzig,ASSY-02,A,ECU105088,Engine ECU,Continental,OP0128,72.34,34.58,12.04,1.78,80,24.2,75,0,None,Pass,No,110.99,153.54
2023-08-01 01:00:00,Munich,ASSY-02,A,ECU105089,Engine ECU,Hella,OP0294,83.86,41.17,12.02,1.74,75,29.2,49,0,Communication Failure,Fail,Yes,86.02,127.52
2023-08-01 02:00:00,Munich,EOL-02,A,ECU105090,Engine ECU,Bosch,OP0149,80.69,33.46,12.22,2.08,70,24.6,32,30,None,Pass,No,72.62,117.75
2023-08-01 03:00:00,Munich,EOL-02,A,ECU105091,ADAS ECU,Continental,OP0140,83.25,42.75,11.95,1.81,83,20.1,71,0,None,Pass,No,108.39,185.92
2023-08-01 04:00:00,Regensburg,EOL-01,C,ECU105092,ABS ECU,Infineon,OP0292,101.6,39.79,11.57,1.55,82,22.6,56,0,None,Pass,No,86.21,129.53
2023-08-01 05:00:00,Munich,EOL-02,B,ECU105093,Battery ECU,Continental,OP0122,110.81,18.62,11.88,1.58,74,25.2,34,15,Solder Defect,Fail,Yes,128.77,192.03
2023-08-01 06:00:00,Munich,SMT-02,C,ECU105094,Engine ECU,Continental,OP0011,84.64,37.43,12.2,1.84,76,28.3,56,0,None,Pass,No,161.73,265.83
2023-08-01 07:00:00,Ingolstadt,SMT-01,C,ECU105095,Transmission ECU,Bosch,OP0283,94.04,31.35,12.06,1.44,97,25.6,66,0,Solder Defect,Fail,Yes,150.35,197.65
2023-08-01 08:00:00,Regensburg,ASSY-01,A,ECU105096,Engine ECU,Bosch,OP0252,70.34,39.74,11.6,2.05,79,17.9,54,0,None,Pass,No,145.73,222.84
2023-08-01 09:00:00,Stuttgart,EOL-02,C,ECU105097,ABS ECU,Bosch,OP0194,127.04,25.3,11.67,2.07,76,28.2,35,0,None,Pass,No,123.66,205.2
2023-08-01 10:00:00,Ingolstadt,ASSY-02,A,ECU105098,Engine ECU,Bosch,OP0195,97.51,34.59,11.87,1.52,69,22.2,31,0,None,Pass,No,87.62,107.46
2023-08-01 11:00:00,Munich,SMT-01,A,ECU105099,Battery ECU,Infineon,OP0081,102.6,33.99,12.22,1.85,65,26.6,66,0,None,Pass,No,133.57,181.01
2023-08-01 12:00:00,Ingolstadt,SMT-02,B,ECU105100,Engine ECU,Bosch,OP0107,82.78,32.65,11.89,1.88,98,16.1,69,0,Communication Failure,Fail,Yes,111.45,160.94
2023-08-01 13:00:00,Leipzig,SMT-01,A,ECU105101,Body ECU,Infineon,OP0206,106.05,41.05,12.16,2.11,76,26.9,44,0,None,Pass,No,125.1,160.98
2023-08-01 14:00:00,Leipzig,SMT-02,A,ECU105102,Engine ECU,Infineon,OP0209,92.08,51.88,12.28,2.04,94,28.9,39,0,None,Pass,No,135.61,212.72
2023-08-01 15:00:00,Wolfsburg,EOL-01,B,ECU105103,Transmission ECU,Valeo,OP0127,104.47,36.51,12.17,1.58,75,21.4,51,5,None,Pass,No,105.3,159.04
2023-08-01 16:00:00,Wolfsburg,ASSY-01,C,ECU105104,ABS ECU,Valeo,OP0034,76.16,42.94,12.12,1.72,73,26.0,39,0,None,Pass,No,142.98,178.97
2023-08-01 17:00:00,Munich,SMT-01,A,ECU105105,Engine ECU,Bosch,OP0064,92.71,43.04,11.45,1.6,71,25.0,65,0,None,Pass,No,93.27,158.29
2023-08-01 18:00:00,Wolfsburg,ASSY-01,A,ECU105106,Body ECU,Infineon,OP0017,59.54,49.54,11.69,1.69,81,20.5,59,0,None,Pass,No,60.91,92.88
2023-08-01 19:00:00,Munich,SMT-01,B,ECU105107,ABS ECU,Continental,OP0249,99.36,39.65,12.1,1.57,90,28.8,51,0,None,Pass,No,87.11,132.86
2023-08-01 20:00:00,Dresden,SMT-02,B,ECU105108,ADAS ECU,Hella,OP0105,98.33,39.95,11.75,1.46,91,22.9,31,10,None,Pass,No,37.83,61.0
2023-08-01 21:00:00,Nuremberg,SMT-02,A,ECU105109,Engine ECU,Hella,OP0108,62.26,34.3,11.96,2.25,97,22.0,63,0,None,Pass,No,130.95,220.89
2023-08-01 22:00:00,Nuremberg,SMT-01,C,ECU105110,Body ECU,Valeo,OP0222,73.01,29.29,12.38,1.45,69,27.0,57,0,Solder Defect,Fail,Yes,112.86,164.0
2023-08-01 23:00:00,Hanover,EOL-01,B,ECU105111,ADAS ECU,Bosch,OP0176,77.7,41.83,11.68,1.93,73,25.0,33,0,None,Pass,No,57.65,87.82
2023-08-02 00:00:00,Leipzig,SMT-02,B,ECU105112,Engine ECU,ZF,OP0228,97.4,31.74,12.08,1.58,87,27.4,78,5,None,Pass,No,100.87,121.78
2023-08-02 01:00:00,Dresden,SMT-03,C,ECU105113,Body ECU,Hella,OP0190,47.76,23.0,12.4,1.43,94,24.8,50,0,None,Pass,No,104.45,143.33
2023-08-02 02:00:00,Stuttgart,SMT-03,C,ECU105114,Engine ECU,Infineon,OP0213,119.24,44.16,11.42,1.61,100,26.1,74,5,Solder Defect,Fail,Yes,122.03,146.66
2023-08-02 03:00:00,Bremen,ASSY-01,A,ECU105115,ADAS ECU,Infineon,OP0221,78.83,33.93,11.77,2.01,65,23.7,46,0,None,Pass,No,112.39,153.45
2023-08-02 04:00:00,Ingolstadt,EOL-02,A,ECU105116,Body ECU,Hella,OP0162,134.82,37.1,11.75,1.96,72,20.7,70,15,None,Pass,No,106.95,164.67
2023-08-02 05:00:00,Ingolstadt,SMT-03,C,ECU105117,Battery ECU,Continental,OP0298,90.18,28.42,12.13,2.11,65,20.4,49,0,None,Pass,No,104.48,150.37
2023-08-02 06:00:00,Dresden,SMT-03,C,ECU105118,Engine ECU,Hella,OP0249,54.66,40.19,11.91,1.84,74,20.7,73,0,None,Pass,No,117.03,163.21
2023-08-02 07:00:00,Stuttgart,EOL-01,B,ECU105119,Body ECU,Valeo,OP0190,66.29,33.42,12.16,1.45,71,21.4,61,0,Component Missing,Fail,Yes,148.0,255.1
2023-08-02 08:00:00,Wolfsburg,EOL-01,B,ECU105120,ABS ECU,Bosch,OP0012,90.29,36.08,11.66,1.71,67,39.4,69,0,None,Pass,No,73.13,113.01
2023-08-02 09:00:00,Hanover,EOL-02,B,ECU105121,ADAS ECU,Bosch,OP0068,69.49,38.73,11.86,1.91,71,26.7,72,0,None,Pass,No,151.36,208.98
2023-08-02 10:00:00,Munich,ASSY-02,A,ECU105122,ADAS ECU,Infineon,OP0041,74.99,34.68,11.85,1.8,72,20.4,38,0,None,Pass,No,105.54,153.09
2023-08-02 11:00:00,Ingolstadt,EOL-02,C,ECU105123,Engine ECU,Hella,OP0260,52.97,30.73,11.99,1.65,98,29.1,78,0,None,Pass,No,101.39,141.34
2023-08-02 12:00:00,Hanover,ASSY-02,B,ECU105124,ADAS ECU,ZF,OP0126,83.19,35.08,12.05,1.61,96,33.4,32,45,None,Pass,No,139.37,178.09
2023-08-02 13:00:00,Leipzig,EOL-01,C,ECU105125,Body ECU,Valeo,OP0226,112.15,32.8,11.8,1.86,96,21.4,62,0,None,Pass,No,100.93,140.83
